power,	 Rx_OK,	 send_total,  RX_OK_Percent
-79	 999	 1000	 99.9%
-80	 1000	 1000	 100.0%
-81	 1000	 1000	 100.0%
-82	 1000	 1000	 100.0%
-83	 1000	 1000	 100.0%
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 999	 1000	 99.9%
-87	 1000	 1000	 100.0%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 999	 1000	 99.9%
-92	 1000	 1000	 100.0%
-93	 1000	 1000	 100.0%
-94	 1000	 1000	 100.0%
-95	 1000	 1000	 100.0%
-96	 1000	 1000	 100.0%
-97	 999	 1000	 99.9%
-98	 1000	 1000	 100.0%
-99	 985	 1000	 98.5%
-100	 927	 1000	 92.7%
-101	 647	 1000	 64.7%
